0
 Fumiko Orikasa
Presley Chweneyagae
 Philip Bosco
 GaÕ‰l Morel
 John McEnery
 Olivier Bonjour
Silvia Pinal
 Richard Wilson
 Marya Delver
 Bernice Hagler
Bill Farmer
 Betty Boardman
 Kate Siegel
 Jack McDermott
 Allen Ginsberg
 David Kossoff
 Jordan Routledge
 Priscilla C. Shirer
 Anne Chevalier
 Joseph Calleia
 Akiko Takeshita
 Alonzo Brown
 Jake Weber
 Bahar Soomekh
 Selena Royle
Anthony Hopkins
Rongguang Yu
 Jack O'Connell
Belle Bennett
Arta Dobroshi
 Dan Byrd
 Jon Bon Jovi
 Kathryn Rossetter
 Del Moore
 Peggie Castle
 Saul Rubinek
Megumi Ogata
 Sinitta Boonyasak
 Peter Ostrum
Gaspard Manesse
 Harry Treadaway
 ShÌ«gen Nitta
 John Wayne
Angela Bettis
 Allyn Ann McLerie
 Paul Benjamin
Pat Boone
Donal Lardner Ward
Frances McDormand
 Goichi Yamada
 Carlos Alazraqui
 Rosetta LeNoire
 James Darren
 Dennis Lafond
 Rick Ducommun
 Heather O'Rourke
 Renee Victor
F. Murray Abraham
 Deborah Walley
 Jack Gilford
 Carey Mulligan
Nim Chimpsky
 Gary Merrill
Derek Hutchinson
 Pat Hingle
Alan Cumming
Johannes Kuhnke
Scott Grimes
 Camilla Horn
 Lee Patterson
 Charles Cioffi
 Lee Meriwether
Ryo Ishibashi
Sam Claflin
 Larry Bishop
 James Madio
 JÕ©rÕâme Deschamps
 Albert Brooks
 Eugene Cernan
 Nina Xining Zuo
 Jamie Bell
 John Malkovich
Alyse Barker
Daniel Day-Lewis
 Margaret Colin
 Shawn Hatosy
 Bill Heidbreder
Jerry Stiller
 Chris Botti
 JosÕ© Lewgoy
 Juan 'Doc Restrepo
 Bussaro Sanruck
 Don Gordon
 Tina Kincaid
 Robert Helpmann
Terry Ballard
Hiroyuki Sanada
 Ray Monge
 CinquÌ© Lee
 Raquel Welch
 Huey Lewis
 Dolph Lundgren
 Jeannine Riley
 Molly Ephraim
 Carmen Mathews
 Maya Rudolph
 Richard Feigen
 Mickey Sumner
 Polly Draper
Warwick Davis
 Barbara Stanwyck
 Helen Chandler
 James McAvoy
Otto Sander
 Colin Egglesfield
 Barbara Rhoades
 Estelle Eonnet
Taneli M’_kel’_
 Laura Ramsey
 Edna Best
 Stephen McCole
 Frank Reicher
 Slim Pickens
Jessica Biel
 Candace Hutson
 Jaime Pressly
Ralph Eggleston
 Jack Smith
 Gregg Berger
 Anthony Simcoe
Bruce Willis
Vivian Paxton
 Todd Jensen
 Ray Walston
 Caroline Goodall
Steve Irwin
 Christopher Castile
 Jackie Johnson
 Barbara Laage
 Chia Yung Liu
 Rashida Jones
Oleg Menshikov
Chao Deng
Sophie Lee
David Attenborough
 Neville Phillips
 Richard Anderson
Claudette Colbert
Wayne White
 Cory Hardrict
Sean Hayes
 Alfred Abel
 Gloria DeHaven
 Michael Hall D'Addario
 Susie Essman
 Stellan SkarsgÕ‚rd
 Talya Gordon
 Vicky Hynes
 Gloria Swanson
John Wayne
 Peta Wilson
 Kenneth Welsh
 Heath Ledger
 Tenae Downing
 Matthew McNulty
 Jarl Kulle
 Stuart Whitman
 Jay Paulson
 LL Cool J
 Jeffrey Kime
 Herbert Terrace
 Nicholas Elia
 Tomas Milian
 Victor Izay
Carlos Amezcua
 Bobette Audrey
 Albert Austin
 Andy Richter
Danny Keogh
 Frank Puglia
 Michael Constantine
 Susan Ginwalla
 Elizabeth PeÌ±a
 Jacquelyn Hyde
 Catherine Deneuve
 Jorge Temponi
 Andrew Keir
 Robert Webber
 Lochlyn Munro
 Paul Winchell
Jan Bijvoet
 Martin Prikryl
 Pope Benedict XVI
 Maya Maron
 Laurence Belcher
 Amanda McCauley
 Annie McEnroe
 David Manners
 Makio Inoue
 James Gammon
Jesse Jackson
 Hilton McRae
 Pamela Hart
 Christina Applegate
Max Records
 Christopher Nicholas Smith
Robert McNamara
 Bernard Bresslaw
 BenoÕåt Magimel
 Katharine Towne
 Tilly Losch
Noah Ringer
 Amy Morton
Jay Hernandez
 Pierre Barouh
Onni Tommila
Alessandro Gassman
 Peter Coe
Llyr Ifans
 Steve James
 Dalia Hern’çndez
 Austin Stout
 Viveca Paulin
 Robert Stephens
 Lela Rochon
 Brett Kelly
 Caroline Williams
 Simon Helberg
 Dylan Cole
 Fernando Cayo
 Ben Chaplin
Mira Barkhammar
Harry Belafonte
 Carina Lau
 Carl Bradshaw
 Neil Young
 James Rebhorn
 Emilia Fox
Victoria Justice
Alberto Sordi
Pelle Hvenegaard
 Leitha Prather
 Antonio Dechent
 Kathryn Bigelow
 Edmond Van Da’âle
 Ryan McFarland
Peter Arnett
Amanda Bynes
 Joe Baker
 John Patrick Reger
 Raul Schnoor
 Miranda July
 John Ortiz
Sh’_ichir’‚ Moriyama
 Richard Epcar
Emily Baldoni
 Tim Meadows
 David Paetkau
 Mike Bradley
 Mark Williams
 ÕÑlex Casanovas
 Constance Shulman
 Melissa Byers
 Dora van der Groen
 Gilles Muhame
Peter Graves
 Peter Donat
Y’_ki Kud’‚
 Lisa Schrage
 Donovan Scott
 Mark Goodin
Ralph Meeker
 Parker Sawyers
 Alan Baxter
 Eli Fucile
Mike White
Carmen Maura
 Barbara Werle
 Miranda Otto
 Sylvaine Strike
 Kimberly Russell
Randall Adams
 Hiromi Tsuru
 Peter O'Neal
 L’©a Drucker
 Chiharu Niiyama
 Stephen Bull
Julian Glover
 Roseanne Barr
 Jeffrey Bowyer-Chapman
Aubrey Plaza
 Dean Shek
 Alice Eve
 Julie Andrews
 Laura Harring
 Charlie Rowe
 Bonz Malone
 Michael Sacks
 Jaroslava KretschmerovÌÁ
 Lynn Fontanne
 Fionnula Flanagan
 Elodie Yung
 Christopher-Robin Street
 Anthony Brophy
 Jennifer Esposito
 Fisher Stevens
 R. Lee Ermey
 Pat Morita
Timothy Stack
 Natalia Klimas
 Giuseppe Cederna
 Anthony LaPaglia
 Paris Hilton
 Susan Hogan
 Beth Orton
Christopher McDonald
Sandrine Kiberlain
Daniel Chilson
 Trini Alvarado
 Al Millan
 Geoffrey Lewis
Horst Krause
 Gisele Lindley
 Wes Studi
 Galatea Ranzi
 Tae-hoon Kim
 Vanessa Martinez
 Ko Muang
 NoÌ©mie Lvovsky
 Ethel Mulinas Araf
 Duane Boutte
 John Franklin
Mandy Moore
 Eusebio Poncela
 Robin Berry
 Ricardo Dar’_n
 Finlay Currie
 Andr’© Berley
Jack Hedley
 Tae-woo Kim
Peter MacNicol
 Janet Gaynor
 Vladas Bagdonas
Colin Ford
 Charlotte Henry
 Thomas Sadoski
 Bree Turner
 Karen Allen
 Kenneth Nkosi
 Bruce Brown
 Rodney Brooks
 Noah Beery
 Cory Hodges
 Kazuko Yoshiyuki
 Nicole Picard
 Pollyanna Rose
 Robert Frazer
 Stella Stevens
 Sally Hawkins
 Tony King
 John Hawkes
 Maud Adams
 Paul Marco
Paige Turco
Jiayi Du
 Bill Haugland
 Suzanna Hamilton
 Kappei Yamaguchi
 Ava Gardner
German Alexander
 Dom DeLuise
 Rachael Taylor
 Rory Cochrane
Mischa Barton
 Eileen Dunwoodie
Derek Ambrosi
 John Phillip Law
 Joe Carnahan
 Sondos Belhassen
 Mark Dacascos
 Joey Kern
 Gail Cronauer
 Jack Wallace
 Christopher Reeve
Marie-Christine Barrault
 Carlin Glynn
 Paola Corazzi
 Margarita Levieva
 Roger Pierre
 Raphael Sbarge
 Stephen Young
Vince Vaughn
 Diane Venora
 Lee Richardson
Zero Mostel
Tom Everett Scott
 Dayle Haddon
 Jean-Claude Brialy
Seung-woo Kim
Bob Newhart
Maila Nurmi
Harley Jane Kozak
 John Alderton
 Shia LaBeouf
 Fiore Argento
 Amanda Crew
 Wei Zhao
 Ron Smerczak
 Leigh Whitney
 Robert Bailey Jr.
 Debbie Harry
 Thom Mathews
Edgar Bergen
 John Spencer
 Cal Harberts
 Rupert Everett
 Antoine Saint-John
 Caitlin Wachs
 Radha Mitchell
 Els Dottermans
 Richard Bellos
 Nina Petri
 Nicole Rio
Ben Foster
James Hetfield
 Gary Oldman
 Michael Beattie
 Raghuvir Yadav
 Lazar Ristovski
 Ken Berry
Kurt Loder
 Dani Santiago
 Armando Brancia
 Schuyler Grant
Sumi Shimamoto
 Roscoe Ates
Dwayne Johnson
 Ken Ogata
 Annette Crosbie
 Mark Fichera
Lana Clarkson
 Terri Susan Smith
 Dick Martin
 Ritchie Coster
 Leo Rossi
 Antonella Antinori
 Gemma Jones
 Patric Knowles
 Mare Winningham
 ValÕ©rie Lagrange
 Esha Gupta
Angelababy
John Garfield
 Glynis Johns
Tobey Maguire
 Stan Alexander
 Anna Geislerov’ç
 Vilgot SjÌ_man
Jim Cummings
 Drum Wolf
 Franz-Otto Kr’_ger
 Alakina Mann
 Jacques Frantz
 Justin Timberlake
Ted Ludzik
 Kate Hudson
 Francisco Gattorno
 Jason Griggers
 Fele MartÕ_nez
David Warner
 Dave Barthmuss
Harriet Minto-Day
 Andrew Miller
 Shelley Hack
 Nancy Kovack
 Laura Johnson
 Bernard Goldberg
 Duk-moon Choi
 Dudley Thomas
 Paul Herman
 Sari Lennick
 Alex Russell
 Hamza Abu-Aiaash
Morena Baccarin
 Jacques Marin
 Kelly Lynch
 Bruce Boxleitner
 Danielle Skraastad
 Marie Lohr
 Alex Veadov
 Joe Rubbo
 Victor Buono
 Will More
 Simon Lyndon
 Keke Palmer
Norma Shearer
 Diane Lane
 Peggy Gormley
 Mary Hicks
 Donald Williams
 Maurice B’©nichou
You Ge
 Marilu Henner
 Jill St. John
 Derek Hamilton
 Brook Williams
 Lambert Wilson
 Mike Smith
Estelle Winwood
 Diane McBain
 Jason David Frank
 Verna Felton
 Zoe Kazan
 Mary Lynn Rajskub
 Sanaa Lathan
 Howard Ryshpan
 Amy Poehler
 Aitana SÕçnchez-GijÕ_n
 William Demarest
 Burgess Meredith
 Maxon Crumb
 Jan Stuart Schwartz
 Debra Winger
Lauren Cohan
 Shawn Andrews
Pras Michel
 Masaya KatÌ«
 Edward Edwards
 Joe Bostick
 Skandar Keynes
 Julien Bertheau
 Adolph Davis
 Heike Makatsch
Miles Anderson
 George Tobias
 Andrea Navedo
Jodie Foster
Anne TeyssÌ¬dre
 Sof’_a Vergara
Eusebio Poncela
 Wotan Wilke MÌ_hring
 Brett Chukerman
 Laura Clery
 Ricky Adelayitor
 Michael Learned
Janet Jackson
 James Karen
 Katherine Waterston
Teri Garr
 Steve Little
 James Landry H’©bert
Scott Adkins
 Jim Henson
 Sonu Sisupal
 Alan Toy
 Kylie Minogue
Gordon Currie
Charlotte Gainsbourg
 Christopher Atkins
 Richy MÕ_ller
 Christopher Cary
 Wanda Sykes
 Caroline Brazier
 Ed Diener
 Kathryn Holcomb
 Emmanuelle BÕ©art
Ben Weber
Scoot McNairy
Jack Rebney
 Raul Julia
Jessica Harper
 John Ritter
Robert Durst
 Rupert Frazer
 Augusta Ciolli
 Desmond Dube
 Terence Donovan
 Niall Toibin
 Hildegard Knef
Henri Marchand
 Bert Lahr
 Hector Elizondo
John Flansburgh
 Maria Roman
 Otto Kruger
 Mario Van Peebles
John D. LeMay
 Max Pfeifer
 Merrin Dungey
 Gloria Holden
 David Caruso
Michael Dudikoff
Gail Neely
 Alex Meneses
 Lisa Ann Walter
 Gareth Williams
 Wendell Burton
 DarÌ_o Grandinetti
Vinnie Jones
 Sook-Yin Lee
 Jimmi Harkishin
Brian Bonsall
 Daniel Pollock
 Paul Burke
Vinny Appice
Ben Whishaw
 Michael Preston
 Tommy Flanagan
 Rob Beckwermert
Mark Addy
 Russell Schweickart
Oliver Reed
 Joan Davis
 John Dall
 Reva Rose
 Morris Chestnut
 Tony Curran
 Edda K’_chl
Ondrej VetchÌ_
 Yancy Butler
 Philip Bolden
 Chris Stack
Neil Young
 Dennis StorhÕôi
 Antony Langdon
 Michael Jackson
 George Newbern
Dick Rude
 John Dean
 Cliff Saunders
 Giulietta Masina
Dany Boon
 Ellen Greene
 William Beckwith
 Temuera Morrison
Lara Jill Miller
 Tommy Sands
John Aaron
 T’‚ru Furuya
Leslie Banks
Joel Courtney
Arno Frisch
 Louise Marleau
 Shelby Livingston
 Gene Ross
 Kar-Ying Law
 Dami’çn Alc’çzar
 Paul Sonkkila
Brian Unger
 Michael Denison
 Kimberly Cameron
 Stellan Skarsg’Çrd
 Max Hiller
 Mel Blanc
 Truman Capote
 Ryan Teeple
 Sizwe Msutu
 Jessica Kirschner
 Alice Greczyn
 Frank Buxton
 Dan Monahan
John Denver
Jennifer Carpenter
Michael Rispoli
 James Fleet
 Tovah Feldshuh
 Zack Phifer
 Scott Wolf
 Francesca Neri
Chad Webber
 Michael ParÕ©
 Howard Koda
 Lynn Ferguson
 P.H. Moriarty
 Lara Belmont
 Dean Andrews
 Michelle Stewart
 Louise Troy
Maya Lin
Nanako Matsushima
Amy Steel
Dennis Hopper
Rakim Mayers
 Tom Murray
 Barry Humphries
 Gis’åle Aouad
Robert Cummings
 Paul Quandt
 Julianne Nicholson
Kang-sheng Lee
 Patty Andrews
 Martin Milner
 Ang’©lica Sancio
Joe Dallesandro
 Bhavana Nagulapally
 Paul Newman
 David Hodo
 Peter Jacobson
Lou Dobbs
 Daniel Craig
 Joseph Gordon-Levitt
 Dean Jones
 Fabrizio Bentivoglio
Robert Carlyle
 Yuri Lowenthal
 Alan Bennett
Elijah Wood
 James Le Gros
 Erica Carlson
 William Talman
 Michael Biehn
Jennifer Beals
 Frank Inn
 Mark Salling
 Katharine McPhee
Robert Arkins
 The Lovin' Spoonful
 Dick O'Neill
 Aoi Miyazaki
 Mark Hadlow
 Kumi Mizuno
 Betty Lynn
 Hans Matheson
Harvey Keitel
 Harriet Walter
 Clare Crowhurst
Loretta Young
 Nic Ratner
 Ulrich Thomsen
 Patrick Dempsey
 Ulises Dumont
 Robin Rosenberg
Paul Rudd
Elena Lyons
 Stan Freberg
 Ted Sorel
 Kate Beahan
 Machiko Ono
 Joanne Whalley
 Melba Moore
 Becky Fischer
 Jason Patric
 Ben Masters
 Joel Basman
 Marsha Mason
 Olly Alexander
 Lawrence Mortorff
Matt LeBlanc
Wagner Moura
Joe Don Baker
 Matt Lattanzi
 Gian Maria VolontÌ¬
 Bojesse Christopher
Kyoko Fukada
 Justo GonzÕçlez
 Jemal Sikharulidze
 Thurl Bailey
 Gretchen Palmer
 Stephen Baldwin
 Maggie Smith
 Zhou Sun
 Tommy Davidson
 Edward Stanley
 Forest Whitaker
Javier CÌÁmara
 Stuart Townsend
 Kerry Armstrong
 Carl Goetz
Stephen Macht
Chris Makepeace
 Maxwell McCabe-Lokos
 Lydia Cheng
Ivan Mykolaichuk
Kevin James
 Wilfrid Hyde-White
Julie Christie
 Juliana Carneiro da Cunha
 Florence Darel
 Chris Christie
 Ann Savage
Paul Williams
 Alexandra Daddario
Idris Elba
 Tom Courtenay
 Demetre Georgalas
 Siobhan Fallon Hogan
 Gina La Piana
 Nikolay Grinko
 Ben Affleck
Judith Hoag
Dennis Weaver
 Cheryl Tiegs
 Osgood Perkins
 Halle Berry
 Agame Malembo-Emene
 Jim Moody
 Jennifer Connelly
 Patrick McGuinness
 Terry Chimes
 Mariya Kuznetsova
 Robert Curtis Brown
 Shane Meier
 Alma Collins
 Groucho Marx
 Dani
 Chris Cooper
 Glenn Corbett
 Candice Azzara
 Ricky Jay
 Nadia Drouin
 Theodore Bikel
Bryant Davis
 Victor Pagan
 Francesca Marie Smith
Catherine Keener
 Patcharawan Patarakijjanon
 Tammi Katherine Jones
 Patrick St. Esprit
Ernesto GÕ_mez Cruz
Shirley MacLaine
Michael Hynson
 T.T.
Missy Keating
 Emmanuel Affadzi
Linda Hunt
 Dorothy Duffy
 Jill Teed
 Billy Kay
 Gavin Baddeley
 Julio Cesar Cedillo
Keira Knightley
Sophie Marceau
 Lonette McKee
 Adrian Zmed
 Laurence Naismith
 Edith Scob
 Julia Weldon
 Vincent Laresca
 Cornel Wilde
 Abigail Clayton
 Illeana Douglas
 Steve Lively
 Gilles De Schryver
 Gene Kelly
 Richard DeManincor
Will Smith
 Mariangela Melato
 Aya Kokumai
 Michael Luciano
 Fred Willard
 Greg Germann
Jonathan Rhys Meyers
Leon
 Deborah Shelton
 Philip Chan
 Stanislas Carr’© de Malberg
Vincent D'Onofrio
 Per-Axel Arosenius
 Tom Burke
 Marie-Christine Descouard
 Terry Gilliam
Hal Havins
 Tracie Thoms
 Sally Struthers
Tommy Davidson
 Devid Striesow
Corbin Allred
 David Janssen
 Naomi Nishida
 Michiyo Ohkusu
 Jane Lynch
 Gregory Marcel
 Juan Pablo Arias Barr’_n
 January Jones
Josef Altin
 Jinpachi Nezu
 Anthony Hopkins
Lenore Zann
 Isabel Jewell
 Don Pardo
 Dominique Reymond
Kristy McNichol
 Emilio Rivera
 Ted de Corsia
 Linda Hayden
 Gary Napoli
 Zi Wei
 Art Vasil
 Stella Maeve
 Nicole Maurey
Tony Grisoni
Melissa McCarthy
Jennifer Connelly
Nikolay Burlyaev
 Ashlie Rhey
 Marla Sokoloff
 Mary Kate Schellhardt
 Edward Woods
 Jaime FitzSimons
 Philippe Nahon
 Darrell Larson
 Isa Danieli
 IstvÕçn BÕçlint
 David Alan Grier
 Eugene Lipinski
Sean Young
 Didier Sandre
 Lesley-Anne Down
 Adam Sandler
Ben Affleck
Iko Uwais
 Bob Hope
Salma Hayek
 Virgina Ariza
Liza Weil
Jack Nicholson
Roddy McDowall
 Michael Vechesky
 Edward Chapman
 George Antoni
Joan Fontaine
 Stuart Luce
 Romolo Valli
 Ok-bin Kim
 Henry Beckman
 Dolores Gray
 Richard Farnsworth
 James Coco
 Kimberly Beck
 Courtney Thorne-Smith
 Deborah Hobart
 Russell Durham Comegys
 Deanna Bond
Adam Roarke
David Kaplan
 Yukiko Shimazaki
 Wendy Robie
 Amanda Pays
Iben Hjejle
Ernest Borgnine
 Christopher Guest
 Murilo BenÌ_cio
 Barrie Ingham
Ingrid Thulin
 Joseph Bennett
 Bj’_rn Granath
J’_rgen Vogel
 Naoki Tatsuta
 Paula Kelly
 Haruo Tanaka
 Toby Jones
 Jamahl Garrison-Lowe
 Jack Kehoe
 Vesa Vierikko
 John McCurry
 Tim Preece
Colin Quinn
 Fri’çrik ’_’_r Fri’çriksson
 Arie Verveen
 Patrick Cavanaugh
 Richard Strange
Dal McKennon
 Fannie Flagg
 Krysten Ritter
 Melissa McCarthy
 Laura Lovelace
 Matty Liu
 Lothaire Bluteau
Jessica Alba
 Christine Cavanaugh
 CJ Adams
Edmond O'Brien
 Robert Reed
 M.C. Gainey
 Charlotte VÕ©ry
 Nikki Reed
 Robert MacNaughton
 Anny Duperey
 Annie Wu
 Marshall Brickman
 Jeffrey Allen
Robert Townsend
Frank Sinatra
Matthew Montgomery
 Daniel Hugh Kelly
Brad Dourif
 Zella Graham
Joan Caulfield
Jason Stuart
Barbra Streisand
 Ric Young
Veronika ZilkovÌÁ
 Ray Galletti
Kristen Wiig
 Julanne Johnston
 William Sylvester
 Dan Birnbaum
Daniel MacPherson
Tadao Takashima
Pamela Blair
 Beth Dover
 Daniel G’©lin
 Eric Pascal Chaltiel
Bodil JÌürgensen
 Jun Hamamura
 Anthony Franciosa
 Molly Sims
Nadine Labaki
 Don DeFore
 Tamiyo Kusakari
 Herbert Knaup
 Phyllis Smith
Don Thompson
 Mirjana Jokovic
 Libuse SafrÕçnkovÕç
 Arnold Schwarzenegger
 Renaud B’©dard
 Virginia Leith
Raymond Burr
Vanessa Redgrave
 Eric Tsang
 Fiona Loewi
 Julius Carry
 Essence Atkins
Chris Brown
 Marie-Jos’©e Croze
 Wilhelm von Homburg
 Timyra-Joi Beatty
Peter Frampton
 Rainn Wilson
 Terri Irwin
 Megan Ward
 Phil LaMarr
'Weird Al' Yankovic
 Patrick Shai
 Ron Silver
Diane Kruger
 Lindsay Duncan
Omar Sy
 Nora Zehetner
 Fausto Guerzoni
 Alexia Fast
 Larry Block
 Delphine Schiltz
 Bill Bellamy
 Sam Wanamaker
 Stephanie McFadden
 John Fiedler
 Steven Lambert
 Anna Lore
 Gina Lollobrigida
 Katya Ladan
Jamal Udin Torabi
 Lombardo Boyar
 Nathalie Baye
 Milton Velasquez
 Vanessa Aspillaga
 Velvy Appleton
 Claude Jade
 Yin Tse
 Jean-Marie Lamour
 Basil Rathbone
Ron Moody
 Jay Acovone
 Eiros
Jim Parsons
Juliette Paskowitz
Andr’çs S’_t’_
 Zach Grenier
 Judy Holliday
Alexandra Dahlstr’_m
 Jason Robards
 Will Ryan
 Stirling Gallacher
Hitomi Kuroki
 Lea Thompson
 Erik Knudsen
 Nathaniel Arcand
Masami Nagasawa
 Ivo Garrani
 Yardly Kavanagh
 Danielle von Zerneck
Dante Basco
 Norman Chu
Jan Vostrcil
 Gale Sondergaard
 Syd Brisbane
 Anna Felix
 Diana Davis
 Bruce Davison
Karl Markovics
 Vicellous Shannon
 Cheech Marin
 Haley Bennett
 Carmen Chaplin
 Billy Lenhart
Rupert Grint
Vin Diesel
 Janette Scott
 Paul Pavel
 Francis Ng
 Karan Soni
 Jack Elam
 Jackie Joseph
 Isaac ben Ayala
Matthew Perry
 Mohamad Dolati
 Jason Burkey
 May McAvoy
 Shelby Young
 Molly Picon
 Eliza Dushku
 Julie Graham
 Janet Gunn
 Heikki Silvennoinen
 Amanda Peet
 Doug Cooeyate
 Paul Boensch III
Karen Sillas
Zoe Saldana
Keenen Ivory Wayans
 Ophelia Lovibond
 Aaron Dessner
 Joe Breen
Charles Boyer
 Justin Theroux
 JoBeth Williams
Tyler Hoechlin
 Maggie Moore
 Beatrice Manowski
 Adam Rich
 Margaret Livingston
Janelle Brady
 Sylvia Farrel
 Everett Sloane
Paul Dano
 Ken Howard
Rashida Jones
 Eiji Okada
 Mongo Brownlee
 Charlton Heston
 Leelee Sobieski
 Greta Gerwig
 Paul Reubens
Hugo Weaving
 Eugene Silvain
 Elliott Reid
 Jessica Barden
 Sheryl Lee Ralph
 Maurice Chevalier
John Standing
 Maximilian Schell
 Kathleen Lloyd
 Justin Chatwin
 Shelley Duvall
 Niklaus Lange
Johnny Weissmuller
Matt Letscher
 Sandra Church
Shannen Doherty
 Paul Calderon
 Timothy Leary
 Fred Williamson
 Anthony Meindl
 Brian Beattie
Sarala Kariyawasam
 Martin Good Rider
 Genevieve Buechner
 Kevin Bacon
 Enzo Tarascio
 Calvin O. Butts III
 Mark Priolo
 EloÌøse Bennett
 Kristin Davis
 Elaine Friedman
 Hugh Millais
Licia Maglietta
 Mitchell Lichtenstein
 Ayaka Onoue
Roger Jacquet
 Andrea Bendewald
 Sharon Stone
 Sophie Anna Everhard
 Candice Bergen
 Rob Sowulski
 Gustaf Hammarsten
Lori Cardille
 Aldo Valletti
 Masaaki ÕÓkura
 Amitabh Bachchan
 Lina Gennari
 Jeffery Roberson
 Dolly Scal
Matheus Nachtergaele
 Bob Greene
 Rosemarie Bergmans
 Don Knotts
Eiji Okada
 Lily James
Phoebe Brand
 Fredro Starr
Sheri Moon Zombie
 Vittorio De Sica
 Brigid Erin Bates
Patrick Dempsey
 Cathy Rosier
 Googie Withers
Michael Kenworthy
 Rick Moranis
 John Forsythe
 Arnaud Giovaninetti
 Pedro Armend’çriz Jr.
 Takahiro Yokokawa
Leigh McCloskey
 Leighton Meester
 Paul Guilfoyle
 Michael Scholes
 Miles O'Keeffe
Catherine An
 Michael Jeter
 Ruth Brown
 Diarmuid Noyes
 Wu Fa
 Maggie McCollester
 Peter Greene
 Andersen Gabrych
 Adam Clayton
Christopher Lee
 Bruce Ramsay
Morgan Freeman
Om Puri
Gian Maria VolontÌ¬
Emma Thompson
 Claire Du Brey
 Chuck McCann
 Ursula Jeans
 Mark Ruffalo
 Tomokazu Seki
Emma
 Nancy Valen
 Jay Brannan
 Tempestt Bledsoe
 Margot Kidder
Laverne Andrews
 Mimi Rogers
 Tom McCamus
Tura Satana
 Karla Cecilia Alvarado
 Marilyn Beck
 Nina Arianda
 Gina Torres
 Telly Savalas
 Louis Garrel
 Michael Bell
 Barry Corbin
 Aidan Pendleton
 Tariq Ali
 Min-sik Choi
 Alexandra Paul
 Otis Young
Max Riemelt
 Jeff Goldblum
 Kelsey Keel
 Kagiso Kuypers
Michael Brown
 Kevin Bishop
Rodrigo Noya
 Louise Canady
 Justin Salinger
 Alice Brady
Ivana Baquero
 Odete Lara
 Nikolay Sergeev
 Isao Yamagata
 Christopher Jones
Gerard Butler
 Dorian Missick
 Carlo Buccirosso
 Jackson Lou
Luke Edwards
 Michiyo Kogure
Julia Ormond
 Michael J. Pollard
 Warren Stevens
 Tina Caspary
 Karen Brown
Keir Gilchrist
Juliette Binoche
 Lewis Stone
 Dan Levy
 Nicholas Brendon
 Barbara Harris
Hiroaki Aikawa
Tatsuya Nakadai
Taylor Lautner
 Naome Ruzindana
 Sabrina Scharf
 Issei Takahashi
Reese Witherspoon
Francis Ford Coppola
 Juliette Ashby
 Ray Sharkey
 Carma Hinton
 Heather Hogan
 Mira Furlan
 Per Ragnar
 Andrew Fraser
 Richard Carlson
 Nathalie Delon
 Ed Viesturs
 Temeka
 Scott Patrick Green
 Chris Eigeman
 James Douglas
 Helen Mirren
 Lindsay Lohan
Phil Fondacaro
 Chuck Scarborough
 Michael Goodwin
 Michael Fairman
 Alexandru Potocean
 Eddie Murphy
 Richard Deacon
 Kaley Cuoco
 Claudia Kim
 Jaime Gomez
 Guylaine Schlumberger
 Õ_va IgÕ_
 Allen Joseph
 David Tomlinson
 Ayesha Takia
 Courtney Taylor-Taylor
 Debi Mazar
 Maria Monti
 Natane Boudreau
 Silvana Mangano
 Ernst Pittschau
 Valent’_n Rivero
 AgnÌ¬s Varda
 Jaime de Hoyos
Tony Roberts
Patrick Wilson
 Vishwas
 Justin Braine
 Jason London
 Francis X. Bushman Jr.
Alfred Molina
 Art Malik
 Clark Brandon
 Laura Harris
Nikki Reed
 Patrick Fontana
 Jennifer Rubin
 James Best
YÕ_ki KudÕâ
 Yul Brynner
 Judie Aronson
 Vince Edwards
Chao-jung Chen
 Jeff Lima
 Elena Altieri
 Don Calfa
 Aimee Garcia
Peter Horton
Tyrese Gibson
 Patrice Donnelly
 MarÕ_lia PÕ_ra
 Gable Carr
 Norman Mailer
 Tiffany Haddish
 Mahito Tsujimura
 Rachel Nichols
 Yacef Saadi
Forest Whitaker
 Shane Taylor
 Diana Lynn
 Natalie Cole
 Arija Bareikis
 Charlie Nelson
Rebecca Romijn
 Arthur Agee
Doona Bae
Jason Evers
 Catherine Oxenberg
 Michael Rispoli
Farrah Fawcett
 Ingeborga Dapkunaite
Natalie Portman
Takako Matsu
 Bin Won
 Oscar Isaac
 Luis GuzmÕçn
 Breckin Meyer
 John Richardson
 Thomas Ian Griffith
 Manuel Busquets
 Vladimir Basov
 Seidy Lopez
 Jobyna Ralston
 Jacques Jouanneau
 Robbie Amell
 Mikkel Boe F’Ùlsgaard
 FrÕ©dÕ©ric Gorny
 Suzy Kendall
 Seth Friedman
 Glen Cavender
 Geoffrey Carey
 Phil Hartman
Robert Montgomery
Quvenzhan’© Wallis
 Gladys Cooper
Mira Sorvino
 Ibrahim Sinik
 Molly Shannon
 Kali Bannerjee
 Joanna Gleason
 Clive Russell
 Leslaw Zurek
Gottfrid Svartholm
 O.E. Hasse
 James Purefoy
 Nicoletta Braschi
 Leslie Bibb
 Reinhard Heydrich
 Dave Austin
 Michael Maloney
 Quang Hai Ngo
 Mischa Barton
 Richard Fraser
 Peter Gowen
Angus Macfadyen
Luke Aikman
Til Schweiger
 Jack Kehler
Dane DeHaan
 Wallace Wood
Ann-Margret
 Zak Orth
 Juliette Binoche
 Dax Shepard
Stanley Weber
 Noelle Parker
